Case #1: 1000
1 25 277028
7 3 67771
14 6 133070
7 18 163213
2 5 149530
1 14 239460
25 4 267103
22 2 109093
23 12 76006
7 19 315747
4 17 122912
24 1 89338
25 8 276103
21 22 14172
5 6 140474
5 16 287090
8 18 175058
17 8 131912
14 23 99462
25 7 142696
6 10 23048
21 18 166000
19 6 269148
25 5 300040
21 23 27196
13 7 36125
17 16 220229
6 17 56781
5 9 323211
15 11 102746
11 13 119998
21 7 57378
19 23 300545
20 24 22561
6 11 120493
15 16 212121
23 16 242398
12 6 27390
24 10 30389
9 15 222161
19 24 276542
12 10 20104
20 9 209914
25 2 180239
11 16 314275
3 21 70558
5 18 126835
5 7 187073
19 20 253981
6 4 96465
22 24 99368
11 17 165856
18 16 243606
7 6 72123
14 5 262126
13 20 50797
13 23 87505
4 19 335279
3 23 69788
23 15 70253
16 12 166392
21 19 273349
22 5 202114
24 2 58794
11 5 249549
24 9 232422
7 17 96977
10 16 186496
11 18 225097
18 2 125670
19 8 344279
22 18 166244
1 11 226883
18 20 89437
19 15 275477
5 13 164094
16 7 252391
6 24 37728
23 7 84574
24 11 158221
15 25 217378
8 15 123804
23 24 86344
2 12 48456
16 4 206898
15 17 63110
5 3 119302
12 25 198028
6 9 225081
16 21 255178
12 14 160460
19 13 292768
15 1 124729
24 14 160868
11 23 86885
5 21 189860
13 14 132575
10 21 72434
24 8 112859
4 22 158105
8 11 225958
24 18 66876
15 12 45729
13 16 229412
4 11 216958
18 1 156214
5 4 206605
19 3 247976
2 17 65837
14 17 178433
10 8 98179
17 12 53837
22 12 89030
2 14 167187
13 2 73668
12 4 93521
10 3 1876
2 4 117531
25 13 178821
6 18 104604
2 19 278204
6 20 15167
6 25 170638
15 13 72293
17 1 132837
14 19 345615
17 23 105397
13 22 74481
22 6 91974
16 6 193782
4 18 166058
2 11 154610
15 14 115323
16 1 87392
11 12 147883
2 23 100016
19 22 287521
16 25 364420
20 10 7881
24 17 64122
4 14 229535
18 14 227744
24 3 28566
2 16 214848
18 23 153220
2 15 57729
24 4 103859
9 11 119415
5 1 199698
6 8 105465
14 10 144700
14 9 110933
20 2 36233
3 14 142824
24 15 56067
1 10 99104
21 4 157861
22 10 84688
2 21 94921
9 19 335905
23 10 71664
3 17 35609
10 7 69647
12 18 77214
23 5 189090
2 7 37543
8 7 164074
25 18 173205
17 10 33733
24 7 96337
20 1 91223
22 17 118421
25 11 234010
12 8 102521
22 1 168030
3 12 18228
15 6 48673
19 11 333038
15 21 43057
19 17 283585
10 11 132123
2 10 32104
22 9 193276
3 22 82812
18 17 130998
3 1 97228
3 2 30228
8 9 300212
16 9 357690
24 13 73358
25 19 344499
1 12 79000
8 21 166861
23 25 147125
24 25 208366
19 5 367278
2 6 34580
4 3 87303
13 21 60309
23 4 145081
Case #285: 37
9 5 455919
1 4 60116
8 4 304720
9 4 91944
10 3 55863
7 8 473349
4 3 140002
1 3 200118
11 2 147524
1 9 152060
6 8 245663
2 8 281372
4 6 59057
3 12 529277
2 12 368816
11 3 307985
6 7 383018
11 10 252122
10 12 473414
8 1 244604
2 3 160461
7 2 191977
3 9 231946
2 4 131984
12 7 176839
6 9 151001
2 6 191041
12 6 430842
10 9 176083
5 8 799677
5 3 678766
5 6 580331
10 6 143196
1 12 431901
4 5 547863
6 11 338565
11 12 270417
Case #286: 189
18 2 263572
9 38 282953
22 19 244785
47 35 214165
25 39 241914
17 32 391459
29 15 166576
14 15 96706
39 7 431764
8 26 307956
46 18 376180
29 36 295318
26 5 344236
39 5 346799
9 19 264063
15 27 196073
23 28 243079
7 24 391309
47 12 166818
36 4 107664
12 7 253198
3 10 207025
13 19 4381
32 7 327448
11 1 141542
13 15 65284
42 23 1745
18 42 220041
34 11 288587
33 4 248092
12 43 149668
18 43 259508
37 11 227247
13 28 208731
22 20 193022
13 16 262084
34 7 237580
31 20 200079
18 32 278883
27 31 225803
43 44 325825
28 4 303578
15 32 291968
14 17 396612
16 3 214928
24 16 300899
23 35 183033
5 2 192635
44 26 190928
41 9 354967
13 43 295229
25 18 44525
9 21 151558
11 8 212075
31 38 143745
45 46 258585
45 15 224391
24 6 341131
7 23 263432
31 23 119533
32 23 220562
34 32 428166
25 42 254607
29 33 167461
40 35 273144
28 5 265000
24 22 274713
14 39 220
30 15 253581
30 29 311159
41 38 339145
21 40 317980
47 26 357230
45 38 214776
23 46 317859
40 12 337505
28 26 79236
20 23 237092
8 46 418634
14 20 87566
37 18 303247
12 11 165126
7 30 270491
6 47 253480
40 37 217447
47 1 135595
16 43 236745
29 1 218847
36 28 195914
45 47 221599
5 31 141454
35 15 262923
8 21 151935
44 11 68668
43 4 397070
37 17 385220
4 46 131922
2 27 390612
24 30 145092
26 27 363810
6 43 298776
41 34 408009
14 44 298400
34 42 353051
32 20 301108
28 14 240153
21 29 300249
41 30 351897
39 13 40404
25 20 154128
47 40 284024
9 7 292131
24 32 336423
9 23 227117
1 20 228721
37 24 28817
19 34 397587
30 36 103902
1 26 335862
36 43 306879
14 4 237531
14 38 348870
47 39 417688
43 19 290848
27 7 452222
21 32 186875
8 7 292508
12 18 238231
9 18 231083
46 28 432350
39 21 291191
4 22 141867
26 17 235695
30 17 447791
18 24 332064
20 9 212300
11 40 297230
7 33 252319
13 14 40184
36 39 246605
22 27 301266
17 46 488756
10 25 178831
44 45 196513
19 39 36023
30 25 231497
47 30 330164
13 5 315157
27 47 498213
4 34 393541
38 35 207245
6 20 216123
36 25 174589
42 7 265177
4 37 272981
35 6 84747
34 5 373227
34 28 281880
14 42 326403
40 16 250428
17 15 421712
46 29 351129
31 19 251842
46 41 470108
39 31 239324
36 27 267063
34 18 307629
10 9 200386
39 46 294878
21 23 122859
22 33 143567
25 33 311855
42 41 328013
44 20 243041
10 27 271305
37 35 324937
21 18 215717
25 19 205891
15 33 279903
11 7 200713
7 4 292823
34 36 304141
1 10 130230
40 24 246264
22 31 75463
21 25 219175
12 5 249766
35 42 184778
12 37 287805
Case #287: Impossible
Case #288: 247
11 21 167915
2 28 170377
21 36 114208
9 3 178096
24 37 163005
27 6 165490
18 13 172390
19 30 151348
7 22 189983
35 23 194667
1 35 252568
34 11 421676
20 5 190179
4 31 195957
6 11 331838
16 9 229752
29 33 273538
18 5 199878
35 14 65475
7 36 158492
27 17 177648
25 13 61772
32 31 152326
25 24 151733
29 18 214103
11 26 253574
3 1 156397
31 34 320462
5 35 220397
4 22 129328
19 12 46480
19 37 88608
13 7 79091
17 25 200750
17 26 134774
26 8 231605
20 16 173093
8 32 170029
34 18 234880
26 21 161692
19 27 167404
20 34 270492
20 35 60816
16 12 212358
8 29 319747
26 34 328535
25 23 257870
3 6 177854
20 19 202103
18 6 185033
31 18 191148
24 26 185078
2 21 199168
23 32 194482
29 4 188708
21 16 194190
27 37 190666
30 1 165977
5 1 71185
31 28 180335
14 36 44588
8 25 139249
34 6 316665
2 13 92905
6 20 163634
30 34 171435
14 21 152634
10 16 83464
8 35 281632
10 14 155970
24 27 211461
5 2 95284
6 10 184934
4 17 78832
13 24 107941
12 23 227737
37 31 57695
33 3 203320
31 19 93318
10 22 250381
9 17 204401
31 36 177809
14 22 96796
21 30 203104
30 2 233165
1 10 201477
36 1 211446
26 4 163422
16 7 216308
13 3 130680
6 16 229510
19 36 201293
12 14 243924
32 6 172792
29 14 156176
9 24 200476
32 15 83689
33 22 233983
6 37 25176
8 20 220816
22 35 162271
30 33 16717
29 19 221354
1 32 118269
11 7 345040
37 2 165695
33 19 134631
20 2 285463
33 16 31247
9 19 126079
5 10 174924
21 37 204416
23 5 241566
36 11 278663
7 18 171831
24 20 117717
2 25 111588
32 19 59008
24 29 188224
15 2 101768
11 3 250143
26 32 169902
37 17 235651
18 26 120629
3 8 235036
10 15 166897
35 26 128177
31 24 167715
5 30 139424
32 10 213318
27 18 147012
29 2 294986
12 30 197828
16 30 47964
26 20 67361
11 33 233524
2 27 249221
34 27 187491
37 29 274871
29 30 256821
35 4 118243
7 3 164652
24 17 194448
5 16 153954
6 14 158975
36 17 116660
1 37 98507
15 36 176866
16 3 234567
25 4 121918
16 35 134555
14 15 187950
12 32 105488
29 6 262565
12 22 208454
24 10 192017
7 12 134925
36 27 160351
20 12 248583
17 15 221051
4 7 186208
15 28 111698
11 20 318592
25 35 209711
29 35 170230
2 8 194381
13 22 161343
21 20 154137
15 12 71161
37 25 116836
6 4 199410
4 27 220890
28 7 175462
33 17 144875
17 7 217845
1 17 255631
33 24 234044
7 30 168344
33 7 185061
11 19 283723
37 9 51822
3 29 90043
23 18 187119
22 28 248991
33 6 198263
8 19 111021
27 3 202659
13 15 8863
8 10 242116
5 22 150050
13 19 33544
22 17 168868
5 8 122945
14 18 57927
35 27 102647
34 37 341841
24 5 135429
22 34 362629
7 5 124559
28 13 120561
32 5 47084
31 33 165744
8 17 220316
2 16 249238
22 6 203185
2 3 214671
7 29 249363
26 16 231136
9 34 316907
21 31 197687
6 8 57182
37 23 178531
20 17 76731
23 4 135952
27 31 132971
22 37 216407
12 18 234434
30 26 183172
30 32 186508
7 26 161221
25 29 193126
20 9 136988
3 5 119387
28 21 202825
6 30 181546
24 2 200846
32 7 171643
20 32 210937
27 21 219160
23 24 251568
30 4 204834
25 34 294555
37 7 38378
19 34 322783
21 9 171034
1 34 337412
13 12 80024
18 2 265295
25 19 28228
15 1 34580
33 23 201995
4 34 272593
24 30 217327
33 32 169791
21 19 115808
20 3 70792
3 15 121817
Case #289: 12
2 6 343468
8 5 347237
5 9 331018
7 10 490381
4 10 428209
2 8 504113
4 8 626516
7 2 250155
7 4 372558
5 3 342370
6 3 344525
9 4 610304
Case #290: Impossible
Case #291: 27
9 10 297397
1 6 448775
7 9 422066
12 7 468274
4 10 550820
9 1 376166
12 6 395481
9 5 376838
3 5 313154
2 6 16267
3 4 431196
12 11 212959
3 6 467538
3 11 198412
9 2 459969
8 4 620005
8 11 54489
2 8 455458
8 1 156025
10 7 387060
5 4 471379
7 4 754746
11 6 455560
6 7 550356
2 1 465042
11 4 629608
2 12 379214
Case #292: 83
15 5 387099
8 15 370300
4 12 136035
14 10 86547
15 7 140384
4 8 206587
13 11 101471
9 11 29717
5 14 42354
14 12 142328
3 15 291155
9 2 240880
6 15 331603
13 8 67687
12 9 179071
2 11 269274
6 9 132083
4 7 255150
11 1 120754
13 3 85909
3 7 150771
5 2 342669
1 13 19283
10 3 39849
5 4 48647
8 12 258904
5 8 242648
6 8 167329
2 6 213482
7 8 229916
6 1 190113
12 3 164916
8 3 153596
11 7 106899
11 14 141958
4 14 6293
4 6 188945
10 2 266574
4 15 351038
2 4 294022
9 5 154595
6 3 146238
1 14 151890
4 1 158183
7 13 200795
9 10 25694
6 12 91575
7 9 136616
8 9 139441
6 10 157777
15 14 344745
14 9 112241
3 1 105192
4 10 92840
11 3 43872
12 13 250825
13 10 46060
12 1 270108
9 4 118534
9 13 71754
15 1 321896
4 3 132689
1 2 202199
3 9 14155
4 13 138900
2 7 162375
7 5 291211
13 14 132607
6 5 140298
5 12 184682
2 13 221482
10 15 258198
12 10 204765
11 10 55411
11 6 102366
14 6 182652
12 2 157987
8 2 250603
14 7 248857
15 9 277000
15 13 304258
11 8 169158
11 5 184312
Case #293: 350
6 9 118397
8 2 211579
1 7 82221
6 10 172520
29 5 248470
11 21 71882
17 20 136083
24 25 224390
6 4 99467
10 11 128997
16 6 121154
3 30 126136
29 25 326561
22 23 58613
12 14 135091
28 22 184660
15 14 142765
2 5 202596
11 8 70389
15 21 101580
8 3 122937
6 30 57908
2 15 224319
11 5 151739
2 26 262895
25 31 339302
18 4 182117
2 21 171123
22 2 206953
6 26 182274
7 3 84950
22 19 34003
16 4 84262
6 12 92672
8 14 130025
17 5 188254
22 17 144067
26 25 249720
27 25 237732
20 27 103976
16 21 134742
27 26 133140
29 3 251094
24 13 101044
20 19 26019
16 30 112900
28 1 191220
25 23 229744
11 29 287286
16 8 133249
25 28 112030
24 12 169445
29 19 218824
4 7 84219
15 6 133840
28 7 149505
1 30 36374
14 16 217714
23 3 124886
31 14 154330
16 22 146686
25 8 198404
21 27 79784
10 28 74080
12 10 179416
14 9 139901
9 11 120989
23 21 94443
31 7 217637
26 12 180159
14 18 273950
28 9 264539
13 21 96436
19 27 81611
8 23 144710
29 9 223757
3 12 160900
13 7 122497
2 12 210960
8 27 121095
30 18 186559
18 10 212149
29 4 267477
22 29 248484
20 11 96074
15 9 110920
18 22 220211
17 19 110064
20 16 158934
30 28 204500
1 25 240844
29 2 109243
27 16 113566
17 14 201460
31 28 324580
3 15 135677
15 16 236322
24 11 76490
27 18 211421
22 20 60022
5 7 79342
23 17 126543
18 31 306639
22 26 127602
6 2 234104
19 24 68269
16 3 168839
24 18 237205
26 29 293586
18 21 184381
4 3 84577
20 5 55665
29 6 246046
5 6 118991
14 28 197283
17 26 106210
20 24 90634
24 16 139350
31 24 116659
13 15 198016
19 21 1827
13 19 98263
20 7 75045
26 16 164680
8 31 253430
17 31 197539
22 1 47066
8 30 133350
17 8 200731
16 9 173389
18 29 388315
4 17 162371
13 5 152567
11 15 173462
11 6 107402
27 9 138878
8 1 156257
15 27 181364
24 9 44499
6 13 82848
29 12 261999
8 7 139693
18 20 208573
13 16 38306
29 17 328888
2 13 250790
27 13 75260
27 7 113523
2 7 221976
15 7 94191
20 23 118635
2 9 221455
21 22 35830
15 28 209294
19 30 93866
19 23 92616
30 15 191748
28 24 220040
9 23 85316
10 29 250631
23 10 154210
1 16 99620
14 4 140049
30 20 116231
30 31 120080
14 27 169353
27 6 128771
23 24 129815
17 2 283014
29 1 201418
21 9 110941
21 10 82018
29 31 345127
29 7 267850
23 4 66386
17 27 191675
18 7 235234
11 25 200163
9 5 188116
26 7 142625
30 26 145395
10 26 173790
4 13 45956
11 19 73709
13 18 136161
19 16 136569
20 1 107088
7 25 208801
6 18 219009
27 31 190943
12 23 59591
16 29 301038
12 17 186134
30 17 151370
17 24 80880
31 20 205546
13 31 194674
4 24 97892
10 14 123203
25 19 159775
6 24 156944
20 26 115964
18 25 250099
17 25 171521
24 7 117295
22 8 124670
19 14 91396
15 12 217655
17 9 125379
21 1 82896
30 21 92039
5 18 264238
27 5 158014
18 11 160715
10 3 116115
28 23 179673
24 3 100539
23 2 201023
18 17 268139
5 19 78190
20 14 65377
11 4 21402
11 17 157370
4 25 208428
19 8 90667
28 4 175862
11 7 105621
8 29 257453
25 5 189421
26 31 141989
31 22 203520
9 18 271244
22 4 86310
26 4 103836
24 5 146299
1 24 141362
30 22 83440
14 30 169855
5 4 130337
7 30 97557
12 20 150995
3 5 110460
11 12 97725
10 27 161802
26 19 93599
18 2 279072
29 13 262732
11 1 85868
16 12 82623
14 1 172465
5 8 120313
4 20 74672
13 28 129906
1 19 81069
7 9 158046
6 17 93462
1 17 138090
26 3 125869
26 9 69829
8 6 177791
25 15 211144
14 22 125399
6 21 90502
4 27 29304
12 9 124946
20 13 120628
28 17 267989
21 25 157948
4 21 50480
10 30 174057
29 30 227235
13 3 130533
23 26 155145
12 8 168114
13 23 49767
27 11 50706
30 4 41559
26 1 166692
14 26 181341
12 4 76323
23 31 144907
22 7 35155
12 27 105627
16 28 168212
28 8 196554
12 1 71138
7 17 133111
11 22 107712
21 8 88840
9 31 161158
16 11 62860
2 31 235884
18 3 218478
13 22 108380
26 21 91772
5 1 91253
9 25 268889
7 16 160803
16 10 142749
5 14 121042
26 24 25330
25 14 199133
10 8 122474
6 28 189154
15 26 180749
29 14 190797
2 30 176196
1 18 197475
9 4 109574
31 3 215451
22 5 44187
9 19 112768
28 19 157925
25 6 248450
28 5 187571
4 8 91791
24 8 146879
8 20 64648
13 17 176310
3 9 145038
3 28 190195
2 27 247059
13 26 126374
2 10 204757
24 2 237565
11 3 105979
24 21 66442
10 20 57826
6 22 74804
9 22 143929
21 12 126803
10 1 164914
13 8 94943
31 19 183181
6 20 114694
20 9 135133
1 4 77933
23 27 95690
16 23 88073
2 20 146931
4 31 161639
27 29 296781
29 23 212965
23 14 184012
14 2 81554
4 15 152060
16 25 218283
10 13 104443
5 15 133053
31 21 181354
Case #294: Impossible
Case #295: 13
5 3 283564
2 3 66001
5 1 405159
6 4 19355
1 6 182102
4 3 41152
2 6 44204
2 4 24849
3 6 60507
1 3 121595
5 4 242412
4 1 162747
1 2 187596
Case #296: 50
15 19 64000
22 48 726290
28 25 906934
34 4 546818
24 25 771409
15 10 906408
32 2 962967
39 14 594385
7 47 807046
25 27 780188
33 6 641143
4 19 76590
4 50 326740
9 1 38500
48 45 753260
29 21 719034
19 43 778348
17 24 964393
44 4 426525
41 8 831282
7 48 577736
46 5 947454
48 13 706151
6 22 882402
10 4 893818
30 47 663735
48 21 107308
18 32 944403
46 17 230704
1 11 709744
17 28 883223
49 36 109413
26 4 862296
23 31 849702
50 27 47300
41 25 887513
18 46 717096
27 7 585131
31 32 967775
20 1 752705
46 44 782887
11 17 953934
42 44 978610
33 19 592628
39 37 258877
13 15 563769
15 23 840983
7 18 975443
12 40 409255
39 17 823608
Case #297: 5
3 6 504277
2 4 608302
3 1 812597
7 1 590453
5 7 493516
Case #298: Impossible
Case #299: 42
14 8 270907
2 11 339846
13 14 325701
1 11 343316
17 14 363828
4 13 329899
4 16 52078
16 11 316012
3 11 318199
5 12 340626
5 4 256600
4 2 196135
15 7 462594
16 1 131460
14 16 165676
17 5 426572
1 3 48366
7 8 310514
5 15 427137
12 15 409795
5 14 370198
7 13 186819
4 6 77016
9 7 94506
12 3 367628
7 16 344135
6 7 255076
13 9 92313
16 6 129094
11 12 137337
12 2 202509
7 12 69179
14 4 113598
8 17 327281
12 8 241335
16 15 222615
2 6 273151
6 14 190614
13 15 500436
17 4 328449
15 1 249919
2 13 248032
Case #300: 50
44 49 913528
35 16 974383
47 18 545078
9 4 571978
48 15 643215
17 39 817696
37 12 561145
41 8 323662
3 24 744172
38 12 554440
40 49 567174
36 31 918413
49 25 615391
46 30 862981
36 32 882897
16 10 772853
13 31 681798
50 25 614277
9 18 962742
39 1 372598
20 3 998827
6 34 443583
6 13 533011
45 25 801571
14 30 258595
26 25 514880
25 36 675233
19 9 965432
43 15 356762
32 41 474933
44 21 701067
50 16 919934
27 16 707959
12 29 465588
40 47 432384
10 38 536709
30 28 162286
48 28 870487
3 47 393045
23 40 360289
18 27 762843
4 31 612644
20 48 244878
4 8 677276
31 14 612016
18 23 512059
25 37 305204
34 14 809055
46 40 871773
43 26 567682
Case #301: 549
13 6 268526
15 20 24670
13 35 255246
30 15 106267
23 34 147834
12 7 179461
13 31 285910
25 20 15341
12 4 59811
18 15 134560
5 30 95349
12 29 182401
32 15 51830
13 9 141305
26 32 70971
24 28 139532
4 3 50755
27 1 162998
25 2 24133
11 17 108789
28 29 125332
26 17 44783
10 28 102502
21 23 182452
18 35 164909
23 7 33196
28 33 207356
29 10 142093
10 17 107905
9 22 15190
29 1 134004
6 14 115717
25 19 57881
26 35 147431
33 16 163714
18 10 193203
1 6 244351
35 9 123376
34 3 147201
28 32 91370
14 26 61526
5 8 9457
6 5 149133
12 30 163713
10 22 105758
23 32 67324
21 4 185916
2 28 73002
2 3 117386
1 8 199421
33 15 167898
19 13 189012
15 1 219796
15 16 105597
14 27 83263
12 33 235144
33 34 170516
32 6 179896
31 25 164811
16 14 70264
31 10 195850
26 4 94510
34 8 124265
24 18 100883
1 2 234600
3 8 100122
23 2 91346
4 24 19986
6 17 144558
25 23 67213
4 10 139348
20 17 22504
25 22 5016
6 22 142411
21 8 136434
13 34 204405
23 8 46018
17 3 86090
17 8 14032
14 24 52970
25 14 113472
10 3 190103
31 6 194584
33 7 124552
35 16 64540
29 5 78169
7 8 79214
20 27 74278
27 29 125757
19 27 120802
20 26 67287
9 12 116486
1 25 210467
3 19 151134
9 10 114503
28 11 67261
23 1 245412
8 26 49665
24 8 132206
8 11 94757
6 3 133488
23 19 125094
21 17 122402
26 6 177202
13 22 126115
22 5 6722
32 21 125113
5 28 60607
19 5 69619
31 17 161942
11 30 158413
20 4 86018
7 11 15543
22 33 153553
23 4 152846
17 18 132394
30 28 145807
28 8 70064
18 2 149364
35 7 172571
17 33 151406
33 23 91356
23 16 154636
28 4 119546
8 13 138000
32 1 178115
24 33 194510
16 1 149999
33 13 205605
2 20 39474
15 27 92598
19 16 113955
22 16 101284
32 2 66634
14 7 86666
22 11 110936
32 18 167732
19 30 154819
3 31 203448
14 33 211218
33 1 184960
30 9 107112
23 18 192444
18 33 216302
2 24 135144
12 1 221429
20 35 118209
23 3 146140
16 26 96450
31 4 210938
23 30 131910
28 17 56032
20 1 215689
1 11 271009
9 14 113835
18 4 120869
3 24 70741
1 35 214539
24 25 111011
19 32 100382
33 35 228254
19 34 120757
17 12 133823
10 24 159334
6 18 180941
6 11 186840
22 1 205451
10 16 156251
4 27 104462
21 15 124568
28 25 48869
20 29 91804
21 24 205902
33 19 216450
7 32 100520
1 24 236608
29 19 134344
29 21 191702
3 18 171624
14 29 155574
16 29 112758
22 3 88237
34 28 60551
4 2 115158
11 3 154862
31 22 159795
11 26 132649
30 33 71431
27 32 125770
2 13 155264
24 34 116432
25 5 11738
9 28 38695
6 27 81353
16 13 197603
35 21 218107
7 34 143355
9 23 77387
23 22 62197
12 16 71430
4 16 103248
30 27 105282
30 34 99085
3 25 93253
11 19 147182
9 25 10174
5 24 122749
8 20 36536
15 22 14345
28 14 124013
1 30 113529
13 11 232757
29 2 100596
28 12 99181
11 33 140095
30 32 64586
13 30 218037
13 5 128543
15 11 125281
21 33 168466
5 12 138398
29 26 118377
23 27 150482
25 17 7163
14 1 206659
13 3 210058
8 16 117463
25 8 21195
2 21 139372
19 2 82014
13 23 184018
1 9 210522
24 23 172832
9 31 174985
35 2 157683
7 22 95393
29 13 197562
4 7 119650
29 9 86637
33 8 137374
34 10 163053
28 13 170565
19 31 222692
27 5 95007
22 28 53885
13 18 256362
32 31 132459
31 23 142956
24 9 100837
35 25 133550
27 12 58431
24 29 102604
19 17 65044
21 10 163914
9 2 34307
9 11 105956
10 20 109336
3 27 155217
11 34 127812
10 27 143252
33 26 187039
8 32 21306
29 34 119560
8 35 154745
29 17 73594
32 14 132497
5 2 35871
12 15 135989
15 28 58198
24 7 139636
1 13 331566
24 22 116027
7 17 93246
20 18 120224
9 20 5167
26 10 148577
8 14 111191
4 22 96041
33 3 237496
27 25 83269
17 32 35338
34 32 145571
20 14 119002
25 32 42501
15 26 61275
20 16 87277
34 18 188107
21 27 173463
25 7 100409
22 20 20357
9 15 19503
16 32 138769
6 8 158590
31 11 191695
10 14 106364
13 20 137037
31 12 171662
30 31 67873
6 7 202383
5 9 21912
32 13 159306
24 16 123234
12 20 111319
5 23 55475
21 6 234139
20 21 99898
26 22 46930
33 9 168743
14 2 137605
4 32 133526
7 30 142870
9 16 86094
28 18 153752
29 6 205323
9 26 62120
31 14 230420
4 6 82733
11 23 48739
15 25 9329
32 10 120218
7 1 256399
29 7 122395
14 18 142705
11 29 137938
1 21 303228
26 19 109827
17 23 60050
33 27 176713
18 30 146945
26 18 177177
2 30 121071
13 27 210602
15 8 30524
23 26 95683
11 21 199155
4 11 104107
11 35 157028
18 16 181305
9 3 103427
11 32 116063
11 12 163918
2 6 161528
24 13 242142
6 20 134241
26 1 232845
25 11 115952
5 11 104214
12 32 169161
31 29 88348
35 15 142879
8 19 79076
30 6 186635
20 19 52874
19 35 161964
5 20 27079
9 19 47707
35 4 52921
34 1 143197
18 11 213828
17 35 140713
26 13 168751
5 33 146831
33 20 173910
2 10 134907
4 33 214496
15 31 174140
3 7 170405
8 18 146426
6 16 94352
2 7 124542
22 17 2147
15 13 140460
22 12 131676
27 22 88285
6 33 258066
31 7 176152
35 5 145288
21 5 126977
16 27 12999
22 19 62897
15 5 21067
26 30 135557
5 10 108369
9 18 115057
14 19 76059
22 14 108456
24 26 114496
28 3 142122
17 4 98188
23 12 193873
24 6 102719
